Pot,Treatment,Salt,Nutrient,Type,Species,Species_short,AboveBM,BelowBM
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,29.97,100.14
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,304.53,44.03
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,78.12,16.34
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,104.71,59.3
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,358.61,220.49
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,446.16,42
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,89.21,24.23
HSLN1,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,193.17,36.32
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,274.78,134.54
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.33,4.1
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,24.32,40.35
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,17.65,6.08
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,138.41,145.57
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,27.65,27.44
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,28.06,33.9
HSLN2,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,29.61,14.76
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,15.18,11.39
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,20.15,44.28
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,26.41,5.89
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,38.82,48.43
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,36.7,53.09
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,16.26,17.97
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,16.96,18.26
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,11.92,8.2
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,65.23,35.03
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,7.55,22.59
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,28.23,20.94
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,7.7,22.69
HSLN3,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,19.31,7.58
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,18.3,17
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,24.85,20.73
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,19.3,38.46
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,14.05,50.74
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,9.71,11.36
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,4.43,20.08
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,13.43,18.13
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,9.32,23
HSLN4,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,10.09,20.28
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,19.88,37.41
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,17.83,34.5
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,22.44,23.3
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,17.19,21.25
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,18.86,12.71
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,7.26,23.37
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,11.72,23.98
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,12.35,28.79
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.51,44.23
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,10.49,26.85
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,26.61,27.45
HSLN5,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,11.71,16.56
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,12.06,17.84
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,15.01,30.72
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,12.22,33.42
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.48,0.46
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.04,0.16
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.8,0.17
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.78,0.44
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.78,0.36
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,6.16,1.25
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,4.56,0.24
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.68,0.58
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.75,0.2
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.72,0.16
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.68,1.78
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.53,1.49
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,10.74,0.87
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,6.62,0.1
HSLN6,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,6.87,0.51
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,22.26,35.55
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,10.63,24.41
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,9.59,34.93
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,16.4,37.5
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,19.58,25.73
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,16.98,19.81
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,11.79,26.78
HSLN7,HSNN,high salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,13.58,37.55
HSHN6,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,7.06,3.52
HSHN6,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,4.07,0.53
HSHN6,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,5.09,3.03
HSHN6,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,9.03,4.36
HSHN6,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,19.19,2.01
HSHN6,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,7.27,1.83
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,5.34,2.82
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,4.78,11.11
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,13.93,0.77
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,4.68,1.74
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,14.91,2.43
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,35.15,48.07
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,297.99,67.27
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,97.39,17.88
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,96.78,11.84
HSHN7,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,65.97,92.77
HSHN1,HSHN,high salinity,high nutrients,exotic,Acetosa sagittata,AS,7.2,34.5
HSHN3,HSHN,high salinity,high nutrients,exotic,Acetosa sagittata,AS,7.5,22.8
HSHN5,HSHN,high salinity,high nutrients,exotic,Acetosa sagittata,AS,1.2,20.7
HSHN3,HSHN,high salinity,high nutrients,exotic,Bidens pilosa,BP,26.81,15.58
HSHN5,HSHN,high salinity,high nutrients,exotic,Bidens pilosa,BP,16.04,7.03
HSHN5,HSHN,high salinity,high nutrients,exotic,Bidens pilosa,BP,9.56,7.38
HSHN5,HSHN,high salinity,high nutrients,exotic,Bidens pilosa,BP,16.55,18.73
HSHN1,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,3.78,3.27
HSHN1,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,3.97,4.34
HSHN1,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,5.55,6.29
HSHN1,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,10.69,5.42
HSHN1,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,16.58,8.66
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,4.7,2.1
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,141.13,80.86
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,163.08,88.94
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,166.84,99.81
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,89.94,44.48
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,73.54,53.02
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,63.99,54.51
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,37.47,18.65
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,34.79,17.69
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,19.8,14.28
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,39.16,30.68
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,68.14,17.05
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,4.36,0.2
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,2.56,0.63
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.62,0.3
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.12,0.44
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,2.21,0.26
HSHN2,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,0.39,0.49
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.26,0.35
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,3.33,0.24
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.6,0.32
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.28,0.26
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,2.23,0.34
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,2.85,0.23
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,2.12,0.93
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.4,1.24
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,1.93,0.61
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,6.88,1.78
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,12.46,24.79
HSHN3,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,12.62,25.8
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,10.08,13.32
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,12.44,18.49
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,17.98,60.06
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,24.88,29.61
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,17.26,22.07
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,15.1,22.21
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,15.17,32.83
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,17.47,24.71
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,24.36,46.12
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,21.32,33.14
HSHN4,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,22.47,71.88
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,12.01,35.78
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,19.99,19.92
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,15.32,64.55
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,15.69,21.63
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,16.63,61.55
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,19.03,31.8
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,24.33,0.75
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,2.94,0.16
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,10.71,1.12
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,3.86,0.94
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,3.98,1.79
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,56.25,3.83
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,100.8,1.81
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,28.97,24.92
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,9.88,1.87
HSHN5,HSHN,high salinity,high nutrients,exotic,Protasparagus aethiopicus,PA,4.14,10.56
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.7,18.8
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,10.9,24.6
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.01,31.75
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.17,25.71
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,19.89,58.08
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,5.89,18.62
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,3.95,14.06
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.44,19.18
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.84,16.79
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,18.3,15.41
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.72,10.39
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,3.02,16.66
LSLN1,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.83,31.91
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.02,20.79
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,21.89,37.5
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,13.23,26.61
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.33,12.79
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,12.48,3.22
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.15,19.22
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.22,34.8
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.28,31.81
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.09,20.35
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,5.1,16.63
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,5.37,17.35
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.6,25.1
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,3.5,50.5
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.9,51.4
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,10.2,41.2
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.2,19.6
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,10.5,24
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,5.3,15.2
LSLN2,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.1,26.8
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.2,39.9
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.8,32.8
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.6,22.1
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,12.2,41.4
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.1,36.6
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.4,41.4
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,10,23.5
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.1,27.2
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.2,43.4
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.7,24.1
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.5,24.9
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.5,23.3
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.5,15.3
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,15.8,48.5
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.4,14.1
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.5,17
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,15.2,54.5
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.3,37.5
LSLN3,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.5,26.6
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.1,19.8
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.3,35.1
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.7,32.3
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,5.96,15.12
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,5.38,11.13
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.87,30.75
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.95,28.59
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.41,11.95
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.88,7.01
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.56,9.31
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.09,15.53
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.42,16.5
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.49,15.16
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.94,3.54
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.01,1.51
LSLN4,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,2.81,6.91
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,20.94,4.12
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,13.59,3.13
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.83,21.11
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.02,3.2
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,70.13,5.84
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,25.42,19.24
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.55,13.21
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,21.92,5.82
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,4.3,60.45
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.25,5.33
