Pot,Treatment,Salt,Nutrient,Type,Species,Species_short,AboveBM,BelowBM
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,25.77,11.76
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.83,23.39
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.36,40.79
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,12.69,19.71
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,16.57,25.9
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.22,13.94
LSLN5,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,19.89,61.29
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,10.31,15.89
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,14.7,14.87
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.84,33.68
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.13,27.65
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,15.8,32.52
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.48,43.63
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,18.25,32.56
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,14.87,28.3
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,19.69,30.55
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,27.53,42.57
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,28.81,47.92
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,12.42,26.24
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,35.9,55.43
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,15.4,27.56
LSLN6,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,23.22,30.52
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.94,11.09
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.43,23.18
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,10.62,19.43
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,16.08,29.55
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.64,19.91
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,9.2,5.5
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,80.3,7.6
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,179.9,318.9
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,6.65,2.42
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,1.79,1.98
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,36.74,45.24
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,14.2,3.25
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,24.72,21.7
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,8.28,13.61
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,7.11,6.42
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,11.54,20.42
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,38.01,54.96
LSLN7,NSNN,no salinity,no nutrients,exotic,Acetosa sagittata,AS,18.06,6.34
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.89,1.64
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,4.06,6.6
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,8.97,15.47
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,12.11,20.52
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,16.33,25.02
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,17.27,28.36
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,21.17,20.41
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,9.74,16.16
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,14.14,16.99
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,0.56,0.18
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.17,0.84
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.65,0.71
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.97,0.57
LSLN1,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,3.81,0.3
LSLN2,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,0.71,0.2
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.5,0.32
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,2.38,0.38
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.4,0.28
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,3,0.67
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,5.56,0.92
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,7.96,0.78
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,7.65,1.46
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.95,0.63
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.92,0.58
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,2.02,0.32
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,4.83,0.86
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,4.5,0.34
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,3.42,1.34
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.25,0.5
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,0.89,0.15
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,0.82,0.46
LSLN3,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.17,0.09
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,1.19,0.18
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,3.64,0.47
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,3.54,0.47
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6,0.65
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,10.01,20.82
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,10.77,22.92
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,14.56,25.16
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,21.9,16.06
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,10.78,14.94
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,13.96,19.91
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,12.07,14.39
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6.32,15.92
LSLN4,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,9.05,50.03
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,19.81,45.41
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,16.7,35.62
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,17.99,35.75
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,12.6,40.49
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,67.68,38.87
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,106.52,31.46
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,99.83,18.72
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,35.65,1.55
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,4.97,20.7
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,32.84,12.84
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,7.98,3.23
LSLN5,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6.37,3.66
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,105.38,34.59
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,208.58,96.64
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,49.8,15.94
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,72.66,23.64
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,250.15,85.34
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,8.17,8.03
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6.61,10.83
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,2.4,1.76
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,8.26,5.85
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6.81,13.11
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,9.5,15.41
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,4.34,13.74
LSLN6,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,19.5,6.47
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6.13,2.21
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,6.88,2.52
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,5.77,2.12
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,3.24,4.32
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,27.13,6.09
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,12.46,16.74
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,208.97,50.85
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,107.35,72.47
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,91.36,42.45
LSLN7,NSNN,no salinity,no nutrients,exotic,Bidens pilosa,BP,125.51,67.28
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,18.83,8.71
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,48.02,4.99
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,2.54,0.92
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,29.67,6.3
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,55.77,24.58
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,90.75,22.38
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,59.28,28.62
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,37.11,4.43
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,45.98,13.82
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,20.64,5.46
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,7.3,1.06
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,10.38,1.82
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,11.43,1.51
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,19.69,6.92
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,7.81,2.39
LSLN1,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,46.58,20.67
LSLN2,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,34.59,10.81
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,15.75,5.04
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,6.74,1.69
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,48.05,9.14
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,25.16,6.97
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,13.97,3.72
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,28.22,31.18
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,18.87,24.05
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,17.76,21.64
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,4.84,12.59
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,6,15.38
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,16.71,7.04
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,22.28,22.07
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,16.53,16.82
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,12.94,23.48
LSLN3,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,16.86,23.65
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.19,0.15
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.17,0.11
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.25,0.08
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.26,0.07
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.76,0.12
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.24,0.03
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.23,0.15
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.19,0.08
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.16,0.07
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,0.33,0.06
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,9.7,13.7
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,11.8,4.3
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,5.6,4.6
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,12.3,3.6
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,30.9,28.2
LSLN4,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,2.91,42.4
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,28.8,36.6
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,2.52,29.9
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,55.9,89
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,53.1,46.8
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,74.3,66.9
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,45.5,65.7
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,235.7,305.1
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,457.9,81.8
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,18.6,28.4
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,4.4,19.4
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,4.7,12.1
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,9.2,15.3
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,11.1,24.4
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,17.2,15.8
LSLN5,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,20.1,19.1
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,16.8,25.6
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,12.3,14.8
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,8.2,23.1
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,6.8,16.9
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,9.2,22.6
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,26.3,32.1
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,12.98,51.57
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,9.56,32.1
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,13.74,43.58
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,17.27,28.12
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,20.27,60.08
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,16.49,67.61
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,17.49,62.36
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,15.56,50.87
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,18.42,41.81
LSLN6,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,7.11,35.96
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,19.4,71.34
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,16.17,32.15
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,14.74,46.12
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,25.31,56.94
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,19.31,45.97
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,8.3,34.04
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,23.78,2.75
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,28.02,22.99
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,3.92,9.82
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,2.88,6.76
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,3.02,6.67
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,1.49,5.81
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,2.56,2.26
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,3.22,4.38
LSLN7,NSNN,no salinity,no nutrients,exotic,Conyza parva,CP,5.2,4.49
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,8.75,26.43
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,32.35,58.64
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,14.58,34.41
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,18.99,44.63
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,21.81,40.77
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,16.62,81.5
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,19.31,59.17
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,41.43,3.94
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,99.58,4.25
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,70.11,5.92
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,95.76,1.21
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,42.73,4.34
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,59.01,19.53
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,45.06,18.54
LSLN1,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,53.73,57.57
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,24.42,35.84
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,14.93,20.42
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,214.36,37.23
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,45.97,15.59
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,92.44,70.93
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,5.86,5.71
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.57,2.42
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,7.88,6.82
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.13,2.05
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,5.3,6.47
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,19.67,11.95
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.13,4.57
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.44,4.22
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.76,3.75
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,4.13,1.89
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.62,2.73
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.62,3.86
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.28,1.96
LSLN2,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,5.43,1.71
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.09,2.18
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.71,0.78
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.06,0.41
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.74,0.38
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,4.47,1.65
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.58,0.28
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.52,0.44
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,5.12,1.58
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.75,1.38
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.97,0.58
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.84,0.45
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.72,1.39
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.73,0.25
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,2.04,1.04
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.36,0.62
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,1.69,0.73
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,3.21,1.14
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.68,0.57
LSLN3,NSNN,no salinity,no nutrients,exotic,Protasparagus aethiopicus,PA,0.39,0.28
